6.120998623751960466e+00 -1.326236099726996542e+01 -8.301827650869334496e-01
6.120998774000762310e+00 -1.341870881549989747e+01 -8.242861732179415091e-01
6.120998927863795736e+00 -1.393964232007899540e+01 -8.182477389328566275e-01
6.120999078628915235e+00 -1.414807380778737667e+01 -8.123308838615657113e-01
6.120999379642836580e+00 -1.451285311372568998e+01 -6.877387749437384734e-01
6.120999683238352418e+00 -1.513805076705627783e+01 -4.442728101282235054e-01
6.120999986833868256e+00 -1.576324842038685858e+01 -5.951763031245759228e-01
6.120999986833868256e+00 -1.576324842038685858e+01 -5.951763031245759228e-01
6.120999986833868256e+00 -1.576324842038685858e+01 -5.951763031245759228e-01
6.121000135533712694e+00 -1.576334523018142875e+01 -2.959442802506891956e-01
6.121000724137263482e+00 -1.513872843561826187e+01 -1.275619806746897400e-01
6.121000726202539433e+00 -1.534706311353206587e+01 -1.266136779194949047e-01
6.121001167138883758e+00 -1.482651684813124859e+01 1.292319511805750665e-01
6.121001313257133702e+00 -1.456619531053355132e+01 3.067662224164255935e-01
6.121001459375383646e+00 -1.430587377293586115e+01 3.767856612888951795e-01
6.121001901344365947e+00 -1.388949484649194233e+01 4.405288345677992878e-01
6.121002342280710273e+00 -1.336894858109111084e+01 4.904496325238681953e-01
6.121002485817365724e+00 -1.284820869610114613e+01 5.036170366688521582e-01
6.121002487366322242e+00 -1.300445970453650091e+01 5.037591309581872512e-01
6.121002777537546180e+00 -1.227548195142729526e+01 5.303781278268213661e-01
6.121003061512944043e+00 -1.092150016457665274e+01 5.502287869430956269e-01
6.121003067708771006e+00 -1.154650419831809671e+01 5.506345547355583347e-01
6.121003070290365500e+00 -1.180692254571035704e+01 5.508036246490835008e-01
6.121003347553616969e+00 -9.775853055639817768e+00 5.689617333617748018e-01
6.121003787457323320e+00 -9.151139451282084281e+00 5.891622066298577431e-01
6.121003800881615220e+00 -1.050531485772187068e+01 5.895128897443491223e-01
6.121003806044804207e+00 -1.102615155250640555e+01 5.896477678653072596e-01
6.121004521146486965e+00 -8.162033780164318131e+00 6.083283876180111127e-01
6.121004813382986853e+00 -7.641390704968923586e+00 6.159624892642426852e-01
6.121005107168443260e+00 -7.276998638208890924e+00 6.155421002300943689e-01
6.121005989557450455e+00 -6.287989776885694937e+00 5.764409329643278568e-01
6.121006579709958650e+00 -5.819623990757889942e+00 5.830823140091802026e-01
6.121007171927741908e+00 -5.559592882543903158e+00 5.820074939253562230e-01
6.121007909231137134e+00 -4.935072897775313550e+00 5.604170036001283606e-01
6.121008499899963873e+00 -4.518790781125957778e+00 5.433915389615511238e-01
6.121010574469321064e+00 -3.790974745551590530e+00 5.109246392296863393e-01
6.121011167719742296e+00 -3.635110976294509300e+00 5.065273312279972018e-01
6.121012057337214429e+00 -3.375273487669659289e+00 4.963900755242486862e-01
6.121013392537901332e+00 -3.063642758950066991e+00 4.647518662348279483e-01
6.121015618388698343e+00 -2.596341880562530235e+00 4.263731679778138273e-01
6.121017103838186202e+00 -2.441058970072862877e+00 3.807088137150945739e-01
6.121018737987518499e+00 -2.285872869377772787e+00 3.376328474149019043e-01
6.121019629670266582e+00 -2.234370058666733883e+00 3.124503178267759584e-01
6.121020818752702652e+00 -2.183060867544842409e+00 2.923895448067028724e-01
6.121022749785405281e+00 -1.975984716960429211e+00 2.611121193945974417e-01
6.121023343552145057e+00 -1.872204617181804309e+00 2.532480071039979186e-01
6.121025274584847686e+00 -1.665128466597394663e+00 2.364879541558165543e-01
6.121026166783914313e+00 -1.665709325364812088e+00 2.294921600500841041e-01
6.121027800933246610e+00 -1.510523224669714892e+00 2.195037932867683061e-01
6.121030029881956658e+00 -1.355724363152901901e+00 2.118005747167702457e-01
6.121030029881956658e+00 -1.355724363152901901e+00 2.118005747167702457e-01
6.121030773381179735e+00 -1.356208412125749163e+00 2.042048527401224001e-01
6.121031813247452824e+00 -1.252718741730831198e+00 1.962947602626839705e-01
6.121032853630045345e+00 -1.201312740814362456e+00 1.904793744257765875e-01
6.121033597129267534e+00 -1.201796789787209718e+00 1.850041930974332671e-01
6.121034638028178598e+00 -1.202474458349197306e+00 1.768424333074116450e-01
6.121035678927089663e+00 -1.203152126911184894e+00 1.697605281851460313e-01
6.121037612025067354e+00 -1.204410654240589906e+00 1.695247748308661984e-01
6.121038056575644148e+00 -1.048450075188938513e+00 1.694705591155791224e-01
6.121039990706259815e+00 -1.153875941475252631e+00 1.622499142649533876e-01
6.121040434224198634e+00 -8.937480234666921319e-01 1.569048606822094627e-01
6.121041624855592111e+00 -9.986898407801589883e-01 1.477807839839013204e-01
6.121043409770044796e+00 -1.051935227793443062e+00 1.422398016410335309e-01
6.121044748068644736e+00 -1.052806515944570975e+00 1.393849930397272341e-01
6.121046086883564108e+00 -1.105761473574151665e+00 1.433572814376602722e-01
6.121046978566312191e+00 -1.054258662863116314e+00 1.474274990515336281e-01
6.121046979082630735e+00 -1.106342332341572643e+00 1.474298558654386082e-01
6.121047722065534380e+00 -1.054742711835963576e+00 1.531780609733974230e-01
6.121048612715644488e+00 -8.990725621680226709e-01 1.620598622535788236e-01
6.121049653098237009e+00 -8.476665612515574821e-01 1.680562908631419716e-01
6.121049803863356509e+00 -1.056098048959938751e+00 1.680379041164941079e-01
6.121049949981606453e+00 -7.957765113622450315e-01 1.635631870718388670e-01
6.121050247381295328e+00 -7.959701309513818046e-01 1.537703554325243471e-01
6.121050248930251847e+00 -9.522211393867401341e-01 1.537193511010702396e-01
6.121051141129319362e+00 -9.528019981541575589e-01 1.295893907947519019e-01
6.121051586712533243e+00 -9.010087580594152712e-01 1.288474439709729469e-01
