6.120951058905533593e+00 -1.584776337104614186e-01 -2.004797316114153016e-01
6.120953140187037178e+00 -1.077493013559802648e-01 -2.006768157517226092e-01
6.120955669117030595e+00 -2.135624068205714821e-01 -2.127741336305306874e-01
6.120957750914852724e+00 -2.149177439445466575e-01 -2.207521206123173041e-01
6.120959684529149847e+00 -2.682599407524079993e-01 -2.245917632658218088e-01
6.120961468927283100e+00 -2.694216582872428489e-01 -2.359597381952695250e-01
6.120962658526039490e+00 -2.701961366438005996e-01 -2.408636322514139394e-01
6.120964740323861619e+00 -2.715514737677722223e-01 -2.507049225033475826e-01
6.120966525238314304e+00 -3.247968607810598485e-01 -2.873913103859782603e-01
6.120966971337847617e+00 -3.250872901647667845e-01 -2.947631364255732800e-01
6.120968459368929970e+00 -4.302227270673739667e-01 -3.064169807378041566e-01
6.120969499751521603e+00 -3.788167261509087780e-01 -3.003382204018368307e-01
6.120970986233647437e+00 -3.277011546181469726e-01 -3.045176585945908454e-01
6.120972320401696365e+00 8.809691305835087860e-02 -3.109330859533622204e-01
6.120973066482513048e+00 -1.728054833067638185e-01 -3.145206604632014846e-01
6.120975002162086120e+00 -4.344823580284362663e-01 -3.383103040380205928e-01
6.120975448261619434e+00 -4.347727874121432023e-01 -3.493408407873039856e-01
6.120977381875915668e+00 -4.881149842200009914e-01 -3.792502215305499913e-01
6.120978423291146164e+00 -5.408763222604449084e-01 -3.984868262770978053e-01
6.120980802488657169e+00 -5.424252789735604097e-01 -4.380384646378522318e-01
6.120981696236681202e+00 -6.992571461763361640e-01 -4.671321328982482868e-01
6.120982142852533059e+00 -7.516312450384994293e-01 -4.777815134689775700e-01
6.120983184784082098e+00 -8.564762525573890173e-01 -5.023241860728518970e-01
6.120983781132417256e+00 -1.013114500171027998e+00 -5.163711567653561652e-01
6.120986014727996860e+00 -1.327068663960297101e+00 -5.830992616777642690e-01
6.120986313676643142e+00 -1.483513291984792204e+00 -5.956178369173588116e-01
6.120987058724821850e+00 -1.640248349393001348e+00 -6.414937395158269995e-01
6.120987952472844995e+00 -1.797080216595780655e+00 -7.014950667420883912e-01
6.120988549853817240e+00 -2.057885803166325189e+00 -7.265105961932297740e-01
6.120989444118159817e+00 -2.266801339847557273e+00 -7.710953427451922026e-01
6.120990636298509813e+00 -2.527994165596382459e+00 -8.461157878010014954e-01
6.120991085495957051e+00 -2.840786611850809606e+00 -8.658192018201505968e-01
6.120991980792937603e+00 -3.153869487488943690e+00 -8.885413638679274806e-01
6.120992579206546935e+00 -3.518842413016400883e+00 -8.985849353194057532e-01
6.120993180201751649e+00 -4.144233685936118405e+00 -9.150885516753380911e-01
6.120993329417915518e+00 -4.196414165209141345e+00 -9.191860990351873317e-01
6.120993480183035906e+00 -4.404845652917526166e+00 -9.233261814887372410e-01
6.120993930413120232e+00 -4.821805438128858867e+00 -9.356897153911188925e-01
6.120994081178240620e+00 -5.030236925837240136e+00 -9.398297978446688017e-01
6.120994681657125902e+00 -5.603544529278511988e+00 -9.565787289929718051e-01
6.120994687336634321e+00 -6.176464893541496082e+00 -9.567391272706032845e-01
6.120994839650710340e+00 -6.541147389685239233e+00 -9.610407174434445476e-01
6.120995737012966842e+00 -7.062564943237191528e+00 -9.811844634602012727e-01
6.120996039059525273e+00 -7.531511588132406843e+00 -9.851849031906362297e-01
6.120996191889921612e+00 -7.948277753754606323e+00 -9.864471533480136944e-01
6.120996346785592124e+00 -8.573378597290616909e+00 -9.864660438411452237e-01
6.120996349367187506e+00 -8.833796944682884345e+00 -9.864663586826973862e-01
6.120996502713901499e+00 -9.302646779783533049e+00 -9.864850602708975513e-01
6.120996653479021887e+00 -9.511078267491917870e+00 -9.865034470175455539e-01
6.120996810439968350e+00 -1.034451378894173601e+01 -9.865225893839186799e-01
6.120996952943986713e+00 -9.719606564994869302e+00 -9.840591431429632774e-01
6.120996957074537725e+00 -1.013627592082249507e+01 -9.839241390853844527e-01
6.120997111453889694e+00 -1.070929309488005288e+01 -9.788783624333680100e-01
6.120997561683974908e+00 -1.112625288009138558e+01 -9.641629201572542440e-01
6.120997717095964852e+00 -1.180343739310585249e+01 -9.590833924908434005e-01
6.120997861148938846e+00 -1.133478117759434411e+01 -9.543751259827746303e-01
6.120997861665258277e+00 -1.138686484707280044e+01 -9.543582504755770968e-01
6.120997867861085240e+00 -1.201186888081424087e+01 -9.541557443892083601e-01
6.120998017593566765e+00 -1.211613302956570948e+01 -9.492618473019687197e-01
6.120998318091169565e+00 -1.242882866602556646e+01 -8.570387117077393757e-01
6.120998471437884447e+00 -1.289767850112622227e+01 -8.361604097651210710e-01
6.120998471954202991e+00 -1.294976217060467150e+01 -8.361401465628219842e-01
6.120998473503159509e+00 -1.310601317904003338e+01 -8.360793569559253902e-01
